Tipo,Descripcion,Habitaciones,Baños,Área,Barrio,UPZ,Valor,valor,valor [M],Valor_m2_Barrio,Valor_m2_Millon,valor_m2,valor [m]
Apartamento,Apartamento en venta en Fontibón,3,2,51,Fontibón,Fontibón,$ 160.000.000,,160.0,3723021.3134775246,3137254.901960784,,
Apartamento,Apartamento en venta en Modelia,3,2,70,Modelia,Fontibón,$ 445.900.000,,445.9,163426.13076967627,6370000.0,,
Apartamento,Apartamento en venta en Suba,3,2,68,Suba,Suba,$ 419.990.000,,419.99,4323720.522957073,6176323.529411765,,
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 281.900.000,,281.9,5655581.34903221,4027142.8571428573,,
Casa,Casa en venta en Usaquén,3,4,337,Usaquén,Usaquén,$ 2.000.000.000,,2000.0,5655581.34903221,5934718.100890208,,
Casa,Casa en venta en Santa Barbara,4,3,350,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.300.000.000,,1300.0,5852628.361947599,3714285.714285714,,
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000,,286.0,4323720.522957073,3575000.0,,
Casa,Casa en venta en Usaquén,4,3,105,Usaquén,Usaquén,$ 375.000.000,,375.0,5655581.34903221,3571428.5714285714,,
Casa,Casa en venta en Chapinero,11,3,572,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000,,3000.0,4580185.76602501,5244755.244755245,,
Casa,Casa en venta en Quinta Camacho,5,5,480,Quinta Camacho,CHAPINERO: Chicó Lago + El Refugio,$ 2.500.000.000,,2500.0,5430680.091363312,5208333.333333333,,
Casa,Casa en venta en Santa Barbara,10,4,348,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.550.000.000,,1550.0,5852628.361947599,4454022.988505747,,
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000,,420.0,4323720.522957073,4941176.470588235,,
Apartamento,Apartamento en venta en Suba,3,2,80,Suba,Suba,$ 286.000.000,,286.0,4323720.522957073,3575000.0,,
Casa,Casa en venta en Suba,5,6,597,Suba,Suba,$ 3.690.000.000,,3690.0,4323720.522957073,6180904.522613065,,
Apartamento,Apartamento en venta en Suba,3,3,96,Suba,Suba,$ 500.000.000,,500.0,4323720.522957073,5208333.333333333,,
Casa,Casa en venta en Usaquén,3,4,6364,Usaquén,Usaquén,$ 3.000.000.000,,3000.0,5655581.34903221,471401.63419233187,,
Apartamento,Apartamento en venta en Usaquén,2,4,170,Usaquén,Usaquén,$ 1.300.000.000,,1300.0,5655581.34903221,7647058.823529412,,
Apartamento,Apartamento en venta en Usaquén,3,2,170,Usaquén,Usaquén,$ 1.350.000.000,,1350.0,5655581.34903221,7941176.470588235,,
Casa,Casa en venta en Kennedy,3,3,120,Kennedy,Kennedy Central,$ 360.000.000,,360.0,3382897.908271655,3000000.0,,
Local,Local en venta en Engativa,9,8,659,Engativa,Engativá,$ 1.200.000.000,,1200.0,2887769.666800428,1820940.8194233687,,
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000,,420.0,4323720.522957073,4941176.470588235,,
Apartamento,Apartamento en venta en La Salle,2,2,100,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 710.000.000,,710.0,6452695.829094608,7100000.0,,
Apartamento,Apartamento en venta en Chapinero,2,3,102,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 854.000.000,,854.0,4580185.76602501,8372549.019607843,,
Apartamento,Apartamento en venta en Los Rosales,5,5,350,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.400.000.000,,2400.0,8208857.198335645,6857142.857142857,,
Apartamento,Apartamento en venta en Puente Aranda,2,1,40,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 108.000.000,,108.0,3247774.5941037624,2700000.0,,
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 494.400.000,,494.4,5286447.124304268,5316129.0322580645,,
Apartamento,Apartamento en venta en Suba,2,1,49,Suba,Suba,$ 174.000.000,,174.0,4323720.522957073,3551020.4081632653,,
Apartamento,Apartamento en venta en Suba,3,2,90,Suba,Suba,$ 340.000.000,,340.0,4323720.522957073,3777777.777777778,,
Apartamento,Apartamento en venta en Hayuelos,3,2,59,Hayuelos,Modelia,$ 324.000.000,,324.0,4814082.765845993,5491525.423728813,,
Casa,Casa en venta en Suba,6,7,506,Suba,Suba,$ 2.200.000.000,,2200.0,4323720.522957073,4347826.0869565215,,
Apartamento,Apartamento en venta en Los Rosales,3,5,340,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 3.550.000.000,,3550.0,8208857.198335645,10441176.470588235,,
Casa,Casa en venta en Usaquén,3,2,72,Usaquén,Usaquén,$ 400.000.000,,400.0,5655581.34903221,5555555.555555556,,
Apartamento,Apartamento en venta en Los Rosales,4,3,275,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.793.000.000,,1793.0,8208857.198335645,6520000.0,,
Apartamento,Apartamento en venta en Usaquén,3,4,182,Usaquén,Usaquén,$ 1.650.000.000,,1650.0,5655581.34903221,9065934.065934066,,
Apartamento,Apartamento en venta en Suba,3,2,67,Suba,Suba,$ 317.000.000,,317.0,4323720.522957073,4731343.2835820895,,
Apartamento,Apartamento en venta en Chapinero,1,2,70,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 450.000.000,,450.0,4580185.76602501,6428571.428571428,,
Apartamento,Apartamento en venta en Santa Barbara,3,3,181,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.500.000.000,,1500.0,5852628.361947599,8287292.817679558,,
Apartamento,Apartamento en venta en Gran Granada,3,2,45,Gran Granada,Garcés Navas,$ 180.000.000,,180.0,3892766.5317139,4000000.0,,
Apartamento,Apartamento en venta en Usaquén,3,3,103,Usaquén,Usaquén,$ 550.000.000,,550.0,5655581.34903221,5339805.825242719,,
Apartamento,Apartamento en venta en El Batán,3,4,122,El Batán,La Alhambra,$ 698.000.000,,698.0,5006787.45153331,5721311.4754098365,,
Apartamento,Apartamento en venta en Santa Barbara,2,3,108,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000,,1200.0,5852628.361947599,11111111.111111112,,
Apartamento,Apartamento en venta en Usaquén,2,3,115,Usaquén,Usaquén,$ 515.000.000,,515.0,5655581.34903221,4478260.869565218,,
Apartamento,Apartamento en venta en Nueva Autopista,2,2,69,Nueva Autopista,Los Cedros,$ 390.000.000,,390.0,5078665.442301806,5652173.9130434785,,
Apartamento,Apartamento en venta en Santa Barbara,2,3,76,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 495.000.000,,495.0,5852628.361947599,6513157.894736842,,
Apartamento,Apartamento en venta en La Salle,1,1,62,La Salle,CHAPINERO: Pardo Rubio + Chapinero,$ 390.000.000,,390.0,6452695.829094608,6290322.580645162,,
Apartamento,Apartamento en venta en Cedritos,3,3,110,Cedritos,Usaquén,$ 590.000.000,,590.0,5027419.586695462,5363636.363636363,,
Apartamento,Apartamento en venta en Chico Reservado,3,3,110,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 985.000.000,,985.0,8104486.540013073,8954545.454545455,,
Apartamento,Apartamento en venta en Usaquén,3,3,108,Usaquén,Usaquén,$ 540.000.000,,540.0,5655581.34903221,5000000.0,,
Apartamento,Apartamento en venta en Suba,2,1,46,Suba,Suba,$ 210.000.000,,210.0,4323720.522957073,4565217.391304348,,
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 290.500.000,,290.5,4323720.522957073,4611111.111111111,,
Local,Local en venta en Teusaquillo,10,6,286,Teusaquillo,Teusaquillo,$ 2.050.000.000,,2050.0,3975204.3017677176,7167832.167832168,,
Apartamento,Apartamento en venta en Suba,3,2,63,Suba,Suba,$ 290.500.000,,290.5,4323720.522957073,4611111.111111111,,
Apartamento,Apartamento en venta en Chapinero,3,5,219,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.200.000.000,,1200.0,4580185.76602501,5479452.05479452,,
Apartamento,Apartamento en venta en Chapinero,2,2,73,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 483.000.000,,483.0,4580185.76602501,6616438.356164384,,
Apartamento,Apartamento en venta en Suba,3,5,180,Suba,Suba,$ 1.800.000.000,,1800.0,4323720.522957073,10000000.0,,
Apartamento,Apartamento en venta en Chapinero,3,5,267,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.900.000.000,,2900.0,4580185.76602501,10861423.220973782,,
Casa,Casa en venta en Suba,4,4,167,Suba,Suba,$ 950.000.000,,950.0,4323720.522957073,5688622.754491018,,
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 495.000.000,,495.0,5286447.124304268,5322580.645161291,,
Apartamento,Apartamento en venta en Chapinero,1,2,52,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 400.000.000,,400.0,4580185.76602501,7692307.692307692,,
Apartamento,Apartamento en venta en Suba,3,2,75,Suba,Suba,$ 315.000.000,,315.0,4323720.522957073,4200000.0,,
Apartamento,Apartamento en venta en Suba,2,2,74,Suba,Suba,$ 405.000.000,,405.0,4323720.522957073,5472972.972972973,,
Apartamento,Apartamento en venta en Santa Fe,2,2,63,Santa Fe,SANTA FE: Las Nieves + Sagrado Corazón,$ 430.000.000,,430.0,5754799.433180728,6825396.825396826,,
Casa,Casa en venta en Suba,5,7,494,Suba,Suba,$ 1.949.900.000,,1949.9,4323720.522957073,3947165.991902834,,
Casa,Casa en venta en Usaquén,4,4,231,Usaquén,Usaquén,$ 1.500.000.000,,1500.0,5655581.34903221,6493506.493506493,,
Apartamento,Apartamento en venta en Suba,2,2,65,Suba,Suba,$ 459.100.000,,459.1,4323720.522957073,7063076.923076923,,
Local,Local en venta en La Candelaria,10,5,550,La Candelaria,La Candelaria,$ 2.500.000.000,,2500.0,8889242.669544883,4545454.545454546,,
Apartamento,Apartamento en venta en Cedritos,2,2,72,Cedritos,Usaquén,$ 359.000.000,,359.0,5027419.586695462,4986111.111111111,,
Apartamento,Apartamento en venta en Cedritos,2,2,75,Cedritos,Usaquén,$ 510.000.000,,510.0,5027419.586695462,6800000.0,,
Casa,Casa en venta en Suba,4,4,168,Suba,Suba,$ 2.100.000.000,,2100.0,4323720.522957073,12500000.0,,
Apartamento,Apartamento en venta en Usaquén,3,3,79,Usaquén,Usaquén,$ 320.000.000,,320.0,5655581.34903221,4050632.911392405,,
Apartamento,Apartamento en venta en El Refugio,2,3,261,El Refugio,CHAPINERO: Chicó Lago + El Refugio,$ 2.000.000.000,,2000.0,5847477.744807121,7662835.249042146,,
Apartamento,Apartamento en venta en Cedritos,3,3,136,Cedritos,Usaquén,$ 780.000.000,,780.0,5027419.586695462,5735294.117647059,,
Apartamento,Apartamento en venta en Usaquén,6,5,488,Usaquén,Usaquén,$ 2.500.000.000,,2500.0,5655581.34903221,5122950.819672131,,
Casa,Casa en venta en Suba,4,1,72,Suba,Suba,$ 580.000.000,,580.0,4323720.522957073,8055555.555555556,,
Apartamento,Apartamento en venta en Madelena,2,2,48,Madelena,Arborizadora,$ 203.000.000,,203.0,2459585.9327850253,4229166.666666667,,
Apartamento,Apartamento en venta en Usaquén,2,3,121,Usaquén,Usaquén,$ 740.000.000,,740.0,5655581.34903221,6115702.479338843,,
Apartamento,Apartamento en venta en Usaquén,3,2,91,Usaquén,Usaquén,$ 520.000.000,,520.0,5655581.34903221,5714285.714285715,,
Apartamento,Apartamento en venta en Suba,3,3,131,Suba,Suba,$ 1.400.000.000,,1400.0,4323720.522957073,10687022.900763359,,
Apartamento,Apartamento en venta en Los Rosales,3,3,178,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000,,1250.0,8208857.198335645,7022471.91011236,,
Casa,Casa en venta en Chapinero,3,3,341,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000,,3000.0,4580185.76602501,8797653.958944282,,
Casa,Casa en venta en Chico Reservado,3,4,297,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.690.000.000,,1690.0,8104486.540013073,5690235.69023569,,
Apartamento,Apartamento en venta en Usaquén,3,2,94,Usaquén,Usaquén,$ 456.000.000,,456.0,5655581.34903221,4851063.829787234,,
Casa,Casa en venta en Chapinero,3,2,228,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 2.500.000.000,,2500.0,4580185.76602501,10964912.280701755,,
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 549.990.000,,549.99,5027419.586695462,5045779.816513762,,
Apartamento,Apartamento en venta en Tintala,3,2,89,Tintala,Tintala,$ 388.900.000,,388.9,3799199.244295887,4369662.921348315,,
Apartamento,Apartamento en venta en Usaquén,3,4,320,Usaquén,Usaquén,$ 2.200.000.000,,2200.0,5655581.34903221,6875000.0,,
Apartamento,Apartamento en venta en Chico Reservado,4,5,460,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 3.800.000.000,,3800.0,8104486.540013073,8260869.565217392,,
Apartamento,Apartamento en venta en Mazuren,3,2,76,Mazuren,El Prado,$ 375.000.000,,375.0,3851389.043846926,4934210.52631579,,
Apartamento,Apartamento en venta en Chico Reservado,3,4,308,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 4.620.000.000,,4620.0,8104486.540013073,15000000.0,,
Casa,Casa en venta en Suba,4,6,360,Suba,Suba,$ 2.499.900.000,,2499.9,4323720.522957073,6944166.666666667,,
Casa,Casa en venta en El Batán,3,4,288,El Batán,La Alhambra,$ 870.000.000,,870.0,5006787.45153331,3020833.3333333335,,
Casa,Casa en venta en Ciudad Bolívar,5,2,247,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 720.000.000,,720.0,3519495.43719927,2914979.75708502,,
Casa,Casa en venta en Usaquén,3,5,400,Usaquén,Usaquén,$ 1.850.000.000,,1850.0,5655581.34903221,4625000.0,,
Apartamento,Apartamento en venta en El Batán,2,2,94,El Batán,La Alhambra,$ 440.000.000,,440.0,5006787.45153331,4680851.063829787,,
Apartamento,Apartamento en venta en Usaquén,3,3,70,Usaquén,Usaquén,$ 354.000.000,,354.0,5655581.34903221,5057142.857142857,,
Apartamento,Apartamento en venta en Los Rosales,3,4,163,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.550.000.000,,1550.0,8208857.198335645,9509202.45398773,,
Apartamento,Apartamento en venta en Nueva Autopista,2,2,88,Nueva Autopista,Los Cedros,$ 510.000.000,,510.0,5078665.442301806,5795454.545454546,,
Casa,Casa en venta en El Batán,2,2,112,El Batán,La Alhambra,$ 526.000.000,,526.0,5006787.45153331,4696428.571428572,,
Local,Local en venta en El Batán,6,7,340,El Batán,La Alhambra,$ 1.500.000.000,,1500.0,5006787.45153331,4411764.705882353,,
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,64,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 435.000.000,,435.0,3519495.43719927,6796875.0,,
Apartamento,Apartamento en venta en Cedritos,3,3,159,Cedritos,Usaquén,$ 879.000.000,,879.0,5027419.586695462,5528301.886792453,,
Apartamento,Apartamento en venta en Usaquén,3,3,130,Usaquén,Usaquén,$ 690.000.000,,690.0,5655581.34903221,5307692.307692308,,
Apartamento,Apartamento en venta en Bella Suiza,3,4,145,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 920.000.000,,920.0,6290550.7012394,6344827.586206896,,
Apartamento,Apartamento en venta en Los Rosales,3,3,178,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000,,1250.0,8208857.198335645,7022471.91011236,,
Casa,Casa en venta en Chapinero,3,3,341,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 3.000.000.000,,3000.0,4580185.76602501,8797653.958944282,,
Apartamento,Apartamento en venta en Cedritos,3,3,159,Cedritos,Usaquén,$ 879.000.000,,879.0,5027419.586695462,5528301.886792453,,
Apartamento,Apartamento en venta en Chico Reservado,2,3,120,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.100.000.000,,1100.0,8104486.540013073,9166666.666666666,,
Apartamento,Apartamento en venta en Bella Suiza,3,4,145,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 920.000.000,,920.0,6290550.7012394,6344827.586206896,,
Apartamento,Apartamento en venta en Ciudad Bolívar,3,2,64,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 435.000.000,,435.0,3519495.43719927,6796875.0,,
Apartamento,Apartamento en venta en Nueva Autopista,3,3,105,Nueva Autopista,Los Cedros,$ 630.000.000,,630.0,5078665.442301806,6000000.0,,
Apartamento,Apartamento en venta en Chapinero,2,2,94,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 795.000.000,,795.0,4580185.76602501,8457446.808510639,,
Casa,Casa en venta en Modelia,4,2,210,Modelia,Fontibón,$ 795.000.000,,795.0,163426.13076967627,3785714.285714286,,
Casa,Casa en venta en Rafael Uribe Uribe,3,1,163,Rafael Uribe Uribe,Los Alcázares,$ 270.000.000,,270.0,2314986.3865618794,1656441.717791411,,
Apartamento,Apartamento en venta en Ciudad Bolívar,3,1,50,Ciudad Bolívar,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 170.000.000,,170.0,3519495.43719927,3400000.0,,
Apartamento,Apartamento en venta en Suba,2,2,50,Suba,Suba,$ 160.000.000,,160.0,4323720.522957073,3200000.0,,
Casa,Casa en venta en Suba,4,3,110,Suba,Suba,$ 460.000.000,,460.0,4323720.522957073,4181818.1818181816,,
Apartamento,Apartamento en venta en Chico Reservado,3,2,208,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 1.700.000.000,,1700.0,8104486.540013073,8173076.923076923,,
Apartamento,Apartamento en venta en Suba,3,2,103,Suba,Suba,$ 530.000.000,,530.0,4323720.522957073,5145631.067961165,,
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 350.000.000,,350.0,5027419.586695462,6481481.481481481,,
Apartamento,Apartamento en venta en Nueva Autopista,3,3,128,Nueva Autopista,Los Cedros,$ 750.000.000,,750.0,5078665.442301806,5859375.0,,
Apartamento,Apartamento en venta en Cedritos,3,2,105,Cedritos,Usaquén,$ 529.000.000,,529.0,5027419.586695462,5038095.238095238,,
Apartamento,Apartamento en venta en Usaquén,2,4,158,Usaquén,Usaquén,$ 850.000.000,,850.0,5655581.34903221,5379746.835443038,,
Casa,Casa en venta en Suba,4,3,250,Suba,Suba,$ 1.300.000.000,,1300.0,4323720.522957073,5200000.0,,
Apartamento,Apartamento en venta en Usaquén,2,4,104,Usaquén,Usaquén,$ 650.000.000,,650.0,5655581.34903221,6250000.0,,
Apartamento,Apartamento en venta en Suba,2,2,59,Suba,Suba,$ 267.000.000,,267.0,4323720.522957073,4525423.72881356,,
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 487.000.000,,487.0,5027419.586695462,5020618.556701031,,
Casa,Casa en venta en Nueva Autopista,5,4,416,Nueva Autopista,Los Cedros,$ 1.550.000.000,,1550.0,5078665.442301806,3725961.5384615385,,
Apartamento,Apartamento en venta en Cedritos,3,2,89,Cedritos,Usaquén,$ 425.000.000,,425.0,5027419.586695462,4775280.898876404,,
Apartamento,Apartamento en venta en Usaquén,4,5,357,Usaquén,Usaquén,$ 2.550.000.000,,2550.0,5655581.34903221,7142857.142857143,,
Apartamento,Apartamento en venta en Suba,3,2,90,Suba,Suba,$ 420.000.000,,420.0,4323720.522957073,4666666.666666667,,
Apartamento,Apartamento en venta en Sotavento,2,2,65,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 375.000.000,,375.0,5286447.124304268,5769230.769230769,,
Apartamento,Apartamento en venta en Nueva Zelandia,3,2,120,Nueva Zelandia,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 370.000.000,,370.0,4173159.1320072333,3083333.3333333335,,
Apartamento,Apartamento en venta en Teusaquillo,2,2,57,Teusaquillo,Teusaquillo,$ 385.000.000,,385.0,3975204.3017677176,6754385.96491228,,
Casa,Casa en venta en Kennedy,3,3,120,Kennedy,Kennedy Central,$ 360.000.000,,360.0,3382897.908271655,3000000.0,,
Apartamento,Apartamento en venta en Suba,3,2,85,Suba,Suba,$ 420.000.000,,420.0,4323720.522957073,4941176.470588235,,
Apartamento,Apartamento en venta en Puente Aranda,2,1,40,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 108.000.000,,108.0,3247774.5941037624,2700000.0,,
Apartamento,Apartamento en venta en Los Rosales,5,5,350,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 2.400.000.000,,2400.0,8208857.198335645,6857142.857142857,,
Apartamento,Apartamento en venta en Sotavento,3,2,93,Sotavento,CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo,$ 494.400.000,,494.4,5286447.124304268,5316129.0322580645,,
Local,Local en venta en Engativa,9,8,659,Engativa,Engativá,$ 1.200.000.000,,1200.0,2887769.666800428,1820940.8194233687,,
Apartamento,Apartamento en venta en Capellania,3,2,100,Capellania,Modelia,$ 560.000.000,,560.0,4316791.690709752,5600000.0,,
Apartamento,Apartamento en venta en Suba,2,1,49,Suba,Suba,$ 174.000.000,,174.0,4323720.522957073,3551020.4081632653,,
Apartamento,Apartamento en venta en Las Delicias,3,2,54,Las Delicias,Usaquén,$ 149.900.000,,149.9,2653679.1314837155,2775925.925925926,,
Apartamento,Apartamento en venta en Usaquén,3,2,131,Usaquén,Usaquén,$ 420.000.000,,420.0,5655581.34903221,3206106.8702290077,,
Casa,Casa en venta en Bogotá D.C,4,2,153,Bogotá D.C,Ciudad Salitre Occidental,$ 470.000.000,,470.0,5212760.277629471,3071895.424836601,,
Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 457.000.000,,457.0,3835207.308503162,5935064.935064935,,
Apartamento,Apartamento en venta en Cedritos,2,2,53,Cedritos,Usaquén,$ 366.000.000,,366.0,5027419.586695462,6905660.377358491,,
Casa,Casa en venta en Engativa,3,2,84,Engativa,Engativá,$ 480.000.000,,480.0,2887769.666800428,5714285.714285715,,
Apartamento,Apartamento en venta en El Progreso,4,2,121,El Progreso,El Rincón,$ 280.000.000,,280.0,3034682.0809248555,2314049.5867768596,,
Casa,Casa en venta en Engativa,4,2,120,Engativa,Engativá,$ 350.000.000,,350.0,2887769.666800428,2916666.6666666665,,
Apartamento,Apartamento en venta en Engativa,3,2,67,Engativa,Engativá,$ 253.000.000,,253.0,2887769.666800428,3776119.4029850746,,
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,76,Ciudad Salitre,Ciudad Salitre Oriental,$ 457.000.000,,457.0,7412638.847193035,6013157.894736842,,
Apartamento,Apartamento en venta en Usaquén,2,2,80,Usaquén,Usaquén,$ 345.000.000,,345.0,5655581.34903221,4312500.0,,
Apartamento,Apartamento en venta en La Calleja,3,2,82,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 402.000.000,,402.0,6582907.870377288,4902439.024390244,,
Apartamento,Apartamento en venta en Engativa,3,2,100,Engativa,Engativá,$ 483.000.000,,483.0,2887769.666800428,4830000.0,,
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 350.000.000,,350.0,5027419.586695462,4430379.746835443,,
Casa,Casa en venta en Usaquén,3,2,70,Usaquén,Usaquén,$ 278.000.000,,278.0,5655581.34903221,3971428.5714285714,,
Apartamento,Apartamento 27.43 mts DOMUM 141,1,1,27,Cedritos,Usaquén,$ 199.478.700,,199.4787,5027419.586695462,7388100.0,,
Local,Local en venta en Engativa,7,4,140,Engativa,Engativá,$ 410.000.000,,410.0,2887769.666800428,2928571.4285714286,,
Apartamento,Apartamento en venta en Chapinero,1,2,46,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 260.000.000,,260.0,4580185.76602501,5652173.9130434785,,
Apartamento,Apartamento en venta en Kennedy,3,2,75,Kennedy,Kennedy Central,$ 332.000.000,,332.0,3382897.908271655,4426666.666666667,,
Apartamento,Apartamento en venta en Chapinero,1,2,46,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 260.000.000,,260.0,4580185.76602501,5652173.9130434785,,
Casa,Casa en venta en Zona Noroccidental,4,2,82,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 258.000.000,,258.0,4572008.510026536,3146341.463414634,,
Apartamento,Apartamento en venta en Usme,2,1,38,Usme,USME: Alfonso López + Ciudad Usme,$ 79.000.000,,79.0,3847569.525590091,2078947.3684210526,,
Apartamento,Apartamento en venta en Usme,3,2,49,Usme,USME: Alfonso López + Ciudad Usme,$ 93.000.000,,93.0,3847569.525590091,1897959.1836734693,,
Apartamento,Apartamento en venta en Kennedy,3,1,47,Kennedy,Kennedy Central,$ 140.000.000,,140.0,3382897.908271655,2978723.404255319,,
Apartamento,Apartamento en venta en Puente Aranda,3,3,104,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 666.000.000,,666.0,3247774.5941037624,6403846.153846154,,
Apartamento,Apartamento en venta en La Merced,1,1,29,La Merced,SANTA FE: Las Nieves + Sagrado Corazón,$ 281.000.000,,281.0,8768292.68292683,9689655.172413792,,
Apartamento,Apartamento en venta en Bosa,3,1,57,Bosa,Bosa Central,$ 167.000.000,,167.0,2677845.135869721,2929824.5614035088,,
Apartamento,Apartamento en venta en Cedritos,1,2,54,Cedritos,Usaquén,$ 355.000.000,,355.0,5027419.586695462,6574074.074074074,,
Apartamento,Apartamento en venta en La Candelaria,2,1,46,La Candelaria,La Candelaria,$ 250.000.000,,250.0,8889242.669544883,5434782.608695652,,
Casa,Casa en venta en Quirigua,12,9,340,Quirigua,Minuto de Dios,$ 730.000.000,,730.0,2611021.721641191,2147058.8235294116,,
Apartamento,Apartamento en venta en Prado Veraniego,1,1,25,Prado Veraniego,El Prado,$ 170.000.000,,170.0,6800000.0,6800000.0,,
Apartamento,Apartamento en venta en Chico Reservado,1,2,62,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 480.000.000,,480.0,8104486.540013073,7741935.483870967,,
Casa,Casa en venta en Santa Barbara,2,2,116,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 285.000.000,,285.0,5852628.361947599,2456896.5517241377,,
Apartamento,Apartamento en venta en Suba,3,1,48,Suba,Suba,$ 158.000.000,,158.0,4323720.522957073,3291666.6666666665,,
Apartamento,Apartamento en venta en Suba,2,1,45,Suba,Suba,$ 145.000.000,,145.0,4323720.522957073,3222222.222222222,,
Apartamento,Apartamento en venta en Antonio Nariño,2,1,70,Antonio Nariño,Restrepo,$ 190.000.000,,190.0,2816232.272901495,2714285.714285714,,
Apartamento,Apartamento en venta en Engativa,2,1,42,Engativa,Engativá,$ 250.000.000,,250.0,2887769.666800428,5952380.952380952,,
Apartamento,Apartamento en venta en Bosa,2,1,40,Bosa,Bosa Central,$ 120.000.000,,120.0,2677845.135869721,3000000.0,,
Apartamento,Apartamento en venta en Engativa,2,1,42,Engativa,Engativá,$ 250.000.000,,250.0,2887769.666800428,5952380.952380952,,
Apartamento,Apartamento en venta en Puente Aranda,3,2,102,Puente Aranda,PUENTE ARANDA: Zona Industrial + Puente Aranda,$ 280.000.000,,280.0,3247774.5941037624,2745098.0392156863,,
